sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);TEMPERATURE (F);RELATIVE HUMIDITY (%);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.6241;0.082;-0.9804;9.7435;-0.7962;-0.7756;-0.1194;0.8782;-0.2048;0.0878;-0.0267;0.0444;0.0;-64.62;7.1;137.99;89.64;4.66;-94.55;3.1;998.33;82.2;23.4;73.28;39.67474;-78.45702;680.65;868.6403103754515;;118.8;35.48387;327.5;15 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,31,28,215,30,32,63,316,20,21,02,180,*4C::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,73,02,025,*56";5920007;2017-01-15 13:23:30:738
9.5331;-1.078;0.841;9.7173;-1.3197;0.0517;0.127;0.019;0.493;0.035;-0.0701;0.0728;0.0;-15.14;-36.65;28.48;143.06;7.71;-89.75;3.1;999.62;82.2;23.5;70.711;39.676647;-78.46005;641.94;736.7219210673238;;122.4;35.48387;296.6;15 / 20;"$GPRMC,182340,A,3940.598732,N,07827.603335,W,66.1,296.6,150117,0.0,E,D*3F::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,182340,3940.598732,N,07827.603335,W,2,12,0.8,241.0,M,-42.0,M,,*7E::$GPGSV,3,3,20,31,28,215,24,32,63,316,22,21,02,180,*4B::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,73,02,025,*56";5930007;2017-01-15 13:23:40:738
9.7558;-1.1384;-0.0928;9.7006;-1.4253;0.1941;0.0552;0.2868;-0.2869;0.0713;-0.0448;0.0587;0.0;-15.9;-35.19;27.75;142.48;8.36;-88.85;3.1;999.23;82.1;23.5;70.19;39.67792;-78.46407;645.16;736.7219210673238;;123.3;29.032257;290.1;15 / 20;"$GPRMC,182351,A,3940.675220,N,07827.844115,W,66.6,290.1,150117,0.0,E,D*32::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.8,0.7*31::$GPGGA,182351,3940.675220,N,07827.844115,W,2,12,0.8,242.0,M,-42.0,M,,*76::$GPGSV,3,3,20,31,28,215,20,32,63,316,33,21,02,180,*4F::$GPVTG,290.1,T,290.1,M,66.6,N,123.3,K,D*13::$GLGSV,3,3,20,73,02,025,*56";5940008;2017-01-15 13:23:50:739
9.0387;-1.2827;0.8362;9.7054;-1.3326;0.4479;-0.6666;0.0499;0.3882;0.0371;-0.053;0.0532;0.0;-14.03;-27.63;31.26;132.98;7.84;-87.39;3.1;998.93;82.3;23.3;70.892;39.678062;-78.468;632.26;748.1993538275517;;122.4;32.258064;260.2;15 / 20;"$GPRMC,182401,A,3940.683867,N,07828.079938,W,66.1,260.2,150117,0.0,E,D*35::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.8,0.7*31::$GPGGA,182401,3940.683867,N,07828.079938,W,2,12,0.8,238.0,M,-42.0,M,,*77::$GPGSV,3,3,20,31,28,215,20,32,63,316,34,21,02,180,*48::$GPVTG,260.2,T,260.2,M,66.1,N,122.4,K,D*12::$GLGSV,3,3,20,73,02,025,*56";5950008;2017-01-15 13:24:00:739
9.1566;-1.2492;2.0345;9.3762;-1.407;2.5056;-0.2196;0.1578;-0.4711;-0.0218;-0.0151;0.0578;0.0;-13.34;-30.43;32.5;131.49;8.25;-75.04;3.1;998.35;82.2;23.5;70.594;39.67765;-78.471504;632.26;748.1993538275517;;122.4;29.032257;265.6;15 / 20;"$GPRMC,182410,A,3940.659112,N,07828.290335,W,66.1,265.6,150117,0.0,E,D*3A::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,182410,3940.659112,N,07828.290335,W,2,12,0.9,238.0,M,-42.0,M,,*78::$GPGSV,3,1,20,01,06,324,14,10,81,140,27,11,07,306,22,12,28,081,22*74::$GPVTG,265.6,T,265.6,M,66.1,N,122.4,K,D*12::$GLGSV,3,3,20,76,07,195,*5C";5960009;2017-01-15 13:24:10:740
9.6756;-1.4401;0.5171;9.7023;-1.3104;0.5645;-0.0267;-0.1297;-0.0474;0.0457;-0.0054;0.0624;0.0;-14.81;-36.61;28.69;142.2;7.68;-86.67;3.1;998.03;82.2;23.4;70.725;39.678535;-78.47566;654.84;778.0077587285036;;122.4;32.258064;297.5;15 / 20;"$GPRMC,182421,A,3940.712230,N,07828.540061,W,66.1,297.5,150117,0.0,E,D*33::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.3,1.0,0.8*35::$GPGGA,182421,3940.712230,N,07828.540061,W,2,12,1.0,245.0,M,-42.0,M,,*7D::$GPGSV,3,3,20,31,28,215,24,32,63,316,35,21,02,180,*4D::$GPVTG,297.5,T,297.5,M,66.1,N,122.4,K,D*12::$GLGSV,3,3,20,76,07,195,*5C";5970007;2017-01-15 13:24:20:738
9.8629;-0.5142;0.9553;9.7334;-1.0038;0.6504;0.1295;0.4897;0.3048;0.0322;-0.0811;0.0829;0.0;-15.44;-37.08;28.74;141.87;5.91;-86.13;3.1;997.4;82.1;23.5;70.292;39.679787;-78.478874;661.29;778.0077587285036;;122.4;32.258064;297.4;15 / 20;"$GPRMC,182430,A,3940.787225,N,07828.732342,W,66.1,297.4,150117,0.0,E,D*3F::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.3,1.0,0.8*35::$GPGGA,182430,3940.787225,N,07828.732342,W,2,12,1.0,247.0,M,-42.0,M,,*72::$GPGSV,3,3,20,32,63,317,33,01,06,324,,21,01,178,*44::$GPVTG,297.4,T,297.4,M,66.1,N,122.4,K,D*12::$GLGSV,3,3,20,81,11,314,*58";5980007;2017-01-15 13:24:30:738
9.9527;-1.81;0.3412;9.5544;-2.2006;0.2047;0.3983;0.3906;0.1364;0.0631;-0.0646;0.0792;0.0;-15.83;-34.58;26.52;143.96;12.97;-88.77;3.1;996.96;82.2;23.5;70.72;39.681053;-78.4822;677.42;809.0057285918934;;116.1;29.032257;291.6;15 / 20;"$GPRMC,182440,A,3940.863181,N,07828.931918,W,62.7,291.6,150117,0.0,E,D*3E::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.2,0.9,0.8*3C::$GPGGA,182440,3940.863181,N,07828.931918,W,2,12,0.9,252.0,M,-42.0,M,,*79::$GPGSV,3,3,20,01,06,324,,21,01,178,,24,21,046,*42::$GPVTG,291.6,T,291.6,M,62.7,N,116.1,K,D*12::$GLGSV,3,3,20,76,07,195,*5C";5990007;2017-01-15 13:24:40:738
9.9437;-1.5209;0.6357;9.6561;-1.3512;1.0512;0.2877;-0.4734;-0.2507;0.0356;-0.0176;0.0774;0.0;-12.84;-30.53;31.05;134.82;7.96;-83.76;3.1;996.42;82.2;23.5;70.03;39.681515;-78.48608;703.23;809.0057285918934;;123.3;32.258064;272.1;15 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,01,07,323,,21,01,178,,24,21,046,*44::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,76,07,195,*5C";6000011;2017-01-15 13:24:50:742
9.5337;-1.6604;1.3677;9.6365;-1.2166;1.3522;-0.1028;-0.4437;0.0155;0.0103;-0.0429;0.0538;0.0;-14.11;-32.59;32.12;135.24;7.1;-82.03;3.1;995.35;82.2;23.5;70.089;39.68175;-78.49008;722.58;809.0057285918934;;122.4;32.258064;278.4;15 / 19;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,19,01,07,323,,21,01,178,*79::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,2,19,72,55,080,27,66,03,306,,73,02,025,,76,07,195,*68";6010008;2017-01-15 13:25:00:739
9.8072;-1.4359;2.4205;9.4203;-1.4256;2.323;0.387;-0.0103;0.0976;-0.0212;0.0041;0.0764;0.0;-15.08;-38.6;28.05;142.24;8.36;-76.15;3.1;994.36;82.2;23.5;70.398;39.6829;-78.49412;748.39;844.6125232654384;;124.2;29.032257;303.2;15 / 20;"$GPRMC,182511,A,3940.974068,N,07829.647268,W,67.1,303.2,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.2,0.9,0.8*3C::$GPGGA,182511,3940.974068,N,07829.647268,W,2,12,0.9,274.0,M,-42.0,M,,*7A::$GPGSV,3,3,20,32,63,317,35,01,07,323,,21,01,178,*44::$GPVTG,303.2,T,303.2,M,67.1,N,124.2,K,D*13::$GLGSV,3,3,20,81,11,314,*58";6020007;2017-01-15 13:25:10:738
9.7719;-1.236;0.9397;9.6756;-1.542;0.4176;0.0963;0.306;0.5222;0.0338;-0.0032;0.0664;0.0;-16.03;-40.92;24.13;150.09;9.05;-87.59;3.1;993.69;82.2;23.5;70.89;39.68483;-78.49664;767.74;844.6125232654384;;124.2;29.032257;317.3;15 / 20;"$GPRMC,182520,A,3941.089763,N,07829.798356,W,67.1,317.3,150117,0.0,E,D*3B::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.2,0.9,0.8*3C::$GPGGA,182520,3941.089763,N,07829.798356,W,2,12,0.9,280.0,M,-42.0,M,,*7A::$GPGSV,3,3,20,31,29,215,32,32,63,317,34,21,01,178,*4F::$GPVTG,317.3,T,317.3,M,67.1,N,124.2,K,D*13::$GLGSV,3,3,20,76,07,195,*5C";6030007;2017-01-15 13:25:20:738
9.9066;-1.661;0.7207;9.659;-1.5227;0.7452;0.2476;-0.1383;-0.0245;0.0402;-0.031;0.0651;0.0;-14.93;-40.32;23.32;149.9;8.9;-85.57;3.1;992.66;82.2;23.6;71.89;39.687157;-78.49941;787.1;897.2204026104943;;126.9;29.032257;317.2;16 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,2,20,14,43,284,28,18,47,137,27,24,21,046,19,25,28,127,24*76::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,76,07,195,*5C";6040007;2017-01-15 13:25:30:738
9.0513;-1.9255;1.166;9.5657;-1.642;1.4041;-0.5144;-0.2835;-0.2381;0.028;-0.0283;0.0657;0.0;-15.83;-40.58;21.83;150.48;9.64;-81.65;3.1;991.33;82.3;23.4;71.985;39.689556;-78.50216;812.9;897.2204026104943;;126.9;32.258064;321.6;16 / 20;"$GPRMC,182540,A,3941.373332,N,07830.129727,W,68.5,321.6,150117,0.0,E,D*36::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.9,0.7*31::$GPGGA,182540,3941.373332,N,07830.129727,W,2,13,0.9,294.0,M,-42.0,M,,*78::$GPGSV,3,3,20,32,63,317,34,21,01,178,,24,21,046,*46::$GPVTG,321.6,T,321.6,M,68.5,N,126.9,K,D*11::$GLGSV,3,3,20,76,07,195,*5C";6050007;2017-01-15 13:25:40:738
9.25;-1.4036;-0.6153;9.6111;-1.822;-0.6691;-0.3986;0.3436;-0.0378;0.0863;-0.0429;0.045;0.0;-15.94;-38.12;21.57;152.83;10.71;-93.98;3.1;989.18;82.1;23.5;71.431;39.692184;-78.50465;854.84;958.2154095929704;;129.6;29.032257;319.3;16 / 20;"$GPRMC,182550,A,3941.531072,N,07830.278698,W,70.0,319.3,150117,0.0,E,D*30::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.0,0.8,0.7*31::$GPGGA,182550,3941.531072,N,07830.278698,W,2,13,0.8,307.0,M,-42.0,M,,*76::$GPGSV,3,3,20,31,29,215,32,32,63,317,33,21,01,178,*48::$GPVTG,319.3,T,319.3,M,70.0,N,129.6,K,D*1D::$GLGSV,3,3,20,73,02,025,*56";6060007;2017-01-15 13:25:50:738
9.9557;-1.6149;0.2795;9.5793;-1.8694;0.9556;0.3764;0.2545;-0.6761;0.0338;-0.0206;0.0648;0.0;-15.13;-35.52;27.94;142.07;10.99;-84.3;3.1;986.81;82.2;23.4;70.679;39.69396;-78.50791;919.35;958.2154095929704;;122.4;29.032257;298.8;16 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,31,29,215,25,32,63,317,33,21,01,178,*4E::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,73,02,025,*56";6070007;2017-01-15 13:26:00:738
9.1566;-1.9632;0.4621;9.5869;-1.8497;0.9168;-0.4303;-0.1135;-0.4547;0.0414;-0.0099;0.0489;0.0;-15.6;-35.3;27.81;141.44;10.87;-84.54;3.1;984.34;82.3;23.4;70.572;39.69554;-78.51175;977.42;1095.5835594080693;;122.4;29.032257;298.6;16 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.8,0.7*30::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,31,29,215,26,32,64,319,31,21,01,178,*46::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,73,00,000,*53";6080007;2017-01-15 13:26:10:738
9.593;-1.4485;0.3591;9.6398;-1.7984;0.0997;-0.0468;0.3499;0.2594;0.0707;-0.0487;0.0664;0.0;-15.79;-32.01;26.96;141.51;10.58;-89.4;3.1;981.72;82.2;23.4;71.403;39.696632;-78.51512;1029.03;1095.5835594080693;;126.9;32.258064;286.6;16 / 20;"$GPRMC,182620,A,3941.797882,N,07830.907423,W,68.5,286.6,150117,0.0,E,D*32::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.3,1.0,0.8*34::$GPGGA,182620,3941.797882,N,07830.907423,W,2,13,1.0,361.0,M,-42.0,M,,*73::$GPGSV,3,3,20,32,64,319,33,01,07,323,,21,01,178,*4B::$GPVTG,286.6,T,286.6,M,68.5,N,126.9,K,D*11::$GLGSV,3,2,20,71,10,112,26,72,54,081,18,66,04,307,,73,00,000,*67";6090014;2017-01-15 13:26:20:745
10.0227;-1.0032;-0.1682;9.7485;-1.0638;0.0754;0.2742;0.0606;-0.2436;0.071;-0.0261;0.0688;0.0;-14.51;-28.2;28.27;136.31;6.2;-89.55;3.1;980.6;82.2;23.5;70.752;39.69683;-78.51969;1080.65;1227.8183883492238;;126.9;32.258064;264.0;16 / 20;"$GPRMC,182631,A,3941.809986,N,07831.181324,W,68.5,264.0,150117,0.0,E,D*32::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.3,1.0,0.8*34::$GPGGA,182631,3941.809986,N,07831.181324,W,2,13,1.0,377.0,M,-42.0,M,,*7E::$GPGSV,3,3,20,32,64,319,34,01,07,323,,21,01,178,*4C::$GPVTG,264.0,T,264.0,M,68.5,N,126.9,K,D*11::$GLGSV,3,3,20,81,10,313,*5E";6100008;2017-01-15 13:26:30:739
10.0377;-1.4658;1.2318;9.6798;-1.2787;0.9145;0.3579;-0.1871;0.3173;0.0173;-0.0383;0.0648;0.0;-13.11;-26.82;31.44;131.2;7.45;-84.67;3.1;980.62;82.1;23.4;71.531;39.696102;-78.52337;1074.19;1227.8183883492238;;129.6;35.48387;253.9;16 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,01,07,323,,11,07,305,,21,01,178,*42::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,2,20,71,10,112,19,72,54,081,30,66,04,307,,73,00,000,*61";6110007;2017-01-15 13:26:40:738
9.7785;-0.7548;1.2234;9.6803;-0.7042;1.4023;0.0982;-0.0505;-0.1788;0.0249;-0.0487;0.0654;0.0;-13.99;-30.01;31.79;132.25;4.12;-81.76;3.1;982.51;82.2;23.4;71.464;39.695213;-78.52752;1061.29;1217.237759724217;;133.2;32.258064;256.6;16 / 20;"$GPRMC,182650,A,3941.712635,N,07831.651111,W,71.9,256.6,150117,0.0,E,D*3A::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.3,0.9,0.9*3D::$GPGGA,182650,3941.712635,N,07831.651111,W,2,13,0.9,371.0,M,-42.0,M,,*7B::$GPGSV,3,3,20,01,07,323,,11,07,305,,21,01,178,*42::$GPVTG,256.6,T,256.6,M,71.9,N,133.2,K,D*1A::$GLGSV,3,3,20,81,10,313,*5E";6120007;2017-01-15 13:26:50:738
9.3775;-0.4782;1.2743;9.7191;-0.6606;1.1279;-0.3417;0.1823;0.1464;0.0252;-0.0377;0.0606;0.0;-14.09;-31.87;31.54;134.32;3.89;-83.36;3.1;985.07;82.2;23.4;71.108;39.69473;-78.53218;996.77;1217.237759724217;;133.2;32.258064;265.2;16 / 20;"$GPRMC,182701,A,3941.683565,N,07831.930974,W,71.9,265.2,150117,0.0,E,D*37::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.8,0.8*3F::$GPGGA,182701,3941.683565,N,07831.930974,W,2,13,0.8,351.0,M,-42.0,M,,*71::$GPGSV,3,3,20,31,29,215,27,32,64,319,28,21,01,178,*4F::$GPVTG,265.2,T,265.2,M,71.9,N,133.2,K,D*1A::$GLGSV,3,3,20,76,09,195,*52";6130007;2017-01-15 13:27:00:738
10.143;-1.0846;1.2761;9.7039;-0.7858;1.1776;0.4391;-0.2987;0.0985;0.0191;-0.0283;0.0749;0.0;-13.92;-33.66;30.92;136.91;4.57;-83.07;3.1;987.85;82.3;23.4;71.0;39.694714;-78.53608;970.97;1068.6672155351353;;134.1;29.032257;271.5;16 / 20;"$GPRMC,182710,A,3941.682839,N,07832.164927,W,72.4,271.5,150117,0.0,E,D*32::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.8,0.8*3F::$GPGGA,182710,3941.682839,N,07832.164927,W,2,13,0.8,343.0,M,-42.0,M,,*7B::$GPGSV,3,3,20,31,29,215,26,32,64,319,21,21,01,178,*47::$GPVTG,271.5,T,271.5,M,72.4,N,134.1,K,D*10::$GLGSV,3,3,20,71,10,112,*52";6140007;2017-01-15 13:27:10:738
9.7797;-0.3747;1.3156;9.7358;-0.3381;1.1271;0.0439;-0.0366;0.1885;0.0277;-0.0362;0.0654;0.0;-14.07;-35.19;31.16;137.48;1.99;-83.4;3.1;990.71;82.2;23.4;71.476;39.695065;-78.54089;854.84;1068.6672155351353;;136.8;29.032257;278.2;16 / 20;"$GPRMC,182721,A,3941.703841,N,07832.453966,W,73.9,278.2,150117,0.0,E,D*31::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.0,0.8,0.7*31::$GPGGA,182721,3941.703841,N,07832.453966,W,2,13,0.8,307.0,M,-42.0,M,,*7A::$GPGSV,3,3,20,31,29,215,30,32,64,319,29,21,01,178,*48::$GPVTG,278.2,T,278.2,M,73.9,N,136.8,K,D*17::$GLGSV,3,3,20,73,00,000,*53";6150007;2017-01-15 13:27:20:738
9.7462;-0.2071;0.9445;9.7374;-0.696;0.9321;0.0088;0.4889;0.0124;0.0322;-0.0203;0.0505;0.0;-14.33;-36.16;30.5;138.74;4.12;-84.53;3.1;993.5;82.2;23.4;70.315;39.695618;-78.5447;793.55;913.6591447614653;;130.5;29.032257;282.2;16 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,31,29,215,26,32,64,319,26,21,01,178,*40::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,20,73,00,000,*53";6160007;2017-01-15 13:27:30:738
8.9902;-1.0445;1.2773;9.7153;-1.1509;0.6773;-0.7251;0.1064;0.6;0.0203;-0.0295;0.0462;0.0;21.0;-31.86;92.6;108.05;6.83;-86.06;3.1;995.44;82.2;23.4;72.347;39.696342;-78.54874;725.81;913.6591447614653;;126.0;32.258064;282.5;16 / 20;"$GPRMC,182740,A,3941.780670,N,07832.924398,W,68.0,282.5,150117,0.0,E,D*36::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.0,0.8,0.7*31::$GPGGA,182740,3941.780670,N,07832.924398,W,2,13,0.8,267.0,M,-42.0,M,,*7B::$GPGSV,3,3,20,31,29,215,29,32,64,319,26,21,01,178,*4F::$GPVTG,282.5,T,282.5,M,68.0,N,126.0,K,D*1D::$GLGSV,3,3,20,73,00,000,*53";6170008;2017-01-15 13:27:40:739
9.7905;-1.2791;0.8236;9.6847;-1.3407;0.7609;0.1058;0.0616;0.0627;0.0301;-0.0389;0.0777;0.0;66.63;-23.95;85.63;99.68;7.86;-85.51;3.1;995.06;82.3;23.6;73.423;39.697132;-78.55298;732.26;833.0479832216135;;141.3;29.032257;283.5;16 / 20;"$GPRMC,182750,A,3941.827988,N,07833.178364,W,76.3,283.5,150117,0.0,E,D*33::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.8,0.7*30::$GPGGA,182750,3941.827988,N,07833.178364,W,2,13,0.8,269.0,M,-42.0,M,,*7D::$GPGSV,3,3,20,32,64,320,30,11,08,303,,21,00,000,*41::$GPVTG,283.5,T,283.5,M,76.3,N,141.3,K,D*13::$GLGSV,3,3,20,73,00,000,*53";6180008;2017-01-15 13:27:50:739
9.8294;-0.7117;3.3615;9.408;-0.6852;2.6814;0.4214;-0.0264;0.6801;-0.0295;-0.0173;0.0657;0.0;-13.61;-35.8;30.3;137.98;4.01;-74.09;3.1;994.69;82.3;23.4;72.11;39.69814;-78.55792;732.26;833.0479832216135;;140.4;29.032257;288.7;16 / 20;"$GPRMC,182801,A,3941.888364,N,07833.475173,W,75.8,288.7,150117,0.0,E,D*38::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.0,0.8,0.7*31::$GPGGA,182801,3941.888364,N,07833.475173,W,2,13,0.8,269.0,M,-42.0,M,,*77::$GPGSV,3,3,20,25,29,126,25,31,30,216,25,32,64,320,22*44::$GPVTG,288.7,T,288.7,M,75.8,N,140.4,K,D*1D::$GLGSV,3,3,20,73,00,000,*53";6190008;2017-01-15 13:28:00:739
9.3739;-1.4275;2.0608;9.4683;-1.4041;2.1332;-0.0944;-0.0235;-0.0724;-0.005;0.0011;0.0508;0.0;-15.57;-43.01;21.44;151.46;8.23;-77.29;3.1;994.11;82.0;23.7;71.269;39.700195;-78.5611;745.16;872.403844501907;;126.9;32.258064;325.7;16 / 20;"$GPRMC,182811,A,3942.011829,N,07833.665852,W,68.5,325.7,150117,0.0,E,D*3E::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.1,0.9,0.7*31::$GPGGA,182811,3942.011829,N,07833.665852,W,2,13,0.9,273.0,M,-42.0,M,,*7C::$GPGSV,3,3,20,25,29,126,18,31,30,216,28,32,64,320,31*45::$GPVTG,325.7,T,325.7,M,68.5,N,126.9,K,D*11::$GLGSV,3,3,20,73,00,000,*53";6200007;2017-01-15 13:28:10:738
10.5554;-0.8877;-0.1736;9.741;-0.9544;-0.6105;0.8145;0.0668;0.4369;0.082;-0.0533;0.0844;0.0;-15.99;-42.51;20.25;156.9;5.57;-93.57;3.1;994.58;82.2;23.3;70.987;39.70284;-78.56319;735.48;872.403844501907;;119.7;29.032257;321.2;16 / 20;"$GPRMC,182821,A,3942.170465,N,07833.791243,W,64.6,321.2,150117,0.0,E,D*31::$GPGSA,A,3,10,11,12,14,15,18,20,21,24,25,27,31,1.3,1.1,0.8*35::$GPGGA,182821,3942.170465,N,07833.791243,W,2,13,1.1,270.0,M,-42.0,M,,*77::$GPGSV,3,3,20,25,29,126,21,31,30,216,20,32,64,320,34*42::$GPVTG,321.2,T,321.2,M,64.6,N,119.7,K,D*1C::$GLGSV,3,3,20,73,00,000,*53";6210008;2017-01-15 13:28:20:739
8.7706;-1.3336;0.6309;9.6596;-1.6522;0.3644;-0.667;0.3899;0.2414;0.0448;-0.0622;0.0526;0.0;-16.44;-46.97;29.48;148.8;9.7;-87.84;3.1;994.86;82.2;23.4;71.437;39.704514;-78.56585;719.35;872.403844501907;;118.8;29.032257;302.0;17 / 20;"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,20,32,64,320,18,21,00,000,,24,19,046,*4F::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,2,20,65,54,338,26,81,10,312,20,71,09,113,16,72,54,082,24*61";6220008;2017-01-15 13:28:30:739
9.5439;-1.7795;0.5411;9.737;-1.1001;0.3873;-0.1932;-0.6794;0.1538;0.0591;-0.06;0.0752;0.0;-7.8;-30.91;25.87;140.22;6.44;-87.72;3.1;995.28;82.2;23.4;71.483;39.70591;-78.570045;729.03;850.7914317393974;;128.7;32.258064;286.3;17 / 20;"$GPRMC,182841,A,3942.354509,N,07834.202743,W,69.5,286.3,150117,0.0,E,D*36::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.0,0.7,0.7*3D::$GPGGA,182841,3942.354509,N,07834.202743,W,2,14,0.7,268.0,M,-42.0,M,,*7A::$GPGSV,3,3,20,31,31,216,25,32,64,322,29,21,00,000,*41::$GPVTG,286.3,T,286.3,M,69.5,N,128.7,K,D*10::$GLGSV,3,3,20,76,09,195,*52";6230007;2017-01-15 13:28:40:738
9.6409;-1.6173;0.9858;9.5804;-2.0062;0.6003;0.0604;0.389;0.3855;0.0234;-0.071;0.0722;0.0;-7.47;-27.53;28.96;134.1;11.82;-86.45;3.1;994.56;82.2;23.4;71.992;39.706333;-78.573746;745.16;850.7914317393974;;130.5;29.032257;273.5;17 / 20;"$GPRMC,182850,A,3942.379978,N,07834.424752,W,70.5,273.5,150117,0.0,E,D*35::$GPGSA,A,3,01,10,11,12,14,15,18,20,21,24,25,27,1.1,0.8,0.7*33::$GPGGA,182850,3942.379978,N,07834.424752,W,2,14,0.8,273.0,M,-42.0,M,,*78::$GPGSV,3,3,20,32,64,322,30,21,00,000,,24,19,046,*47::$GPVTG,273.5,T,273.5,M,70.5,N,130.5,K,D*13::$GLGSV,3,3,20,73,00,000,*53";6240007;2017-01-15 13:28:50:738
